line_no,line,sentiment,label,score
28707,being too severe with the prince as a small sickly boy—the elder,0,NEGATIVE,0.9960152
28708,"sister, at least; the younger had been kind, he recollected.",1,POSITIVE,0.978256
28709,They both,1,POSITIVE,0.99788064
28710,"now lived in another province, on a small estate left to them by",0,NEGATIVE,0.9660972
28711,Pavlicheff.,0,NEGATIVE,0.96830493
28712,The prince listened to all this with eyes sparkling with,1,POSITIVE,0.99803686
28713,emotion and delight.,1,POSITIVE,0.99879384
28714,He declared with unusual warmth that he would never forgive himself for,0,NEGATIVE,0.9899144
28715,having travelled about in the central provinces during these last six,1,POSITIVE,0.9976934
28716,months without having hunted up his two old friends.,0,NEGATIVE,0.9988382
28717,"He declared, further, that he had intended to go every day, but had",0,NEGATIVE,0.9961424
28718,always been prevented by circumstances; but that now he would promise,0,NEGATIVE,0.99596447
28719,"himself the pleasure—however far it was, he would find them out.",1,POSITIVE,0.99555314
28720,And so,1,POSITIVE,0.98633105
28721,Ivan Petrovitch _really_ knew Natalia Nikitishna!,0,NEGATIVE,0.87005407
28722,—what a saintly nature,1,POSITIVE,0.990583
28723,was hers!,1,POSITIVE,0.99503464
28724,—and Martha Nikitishna!,1,POSITIVE,0.9956662
28725,"Ivan Petrovitch must excuse him, but",0,NEGATIVE,0.98694205
28726,really he was not quite fair on dear old Martha.,0,NEGATIVE,0.9922335
28727,"She was severe,",0,NEGATIVE,0.99604285
28728,perhaps; but then what else could she be with such a little idiot as he,0,NEGATIVE,0.9915592
28729,was then?,0,NEGATIVE,0.7162842
28730,"(Ha, ha.)",1,POSITIVE,0.9949344
28731,"He really was an idiot then, Ivan Petrovitch must",0,NEGATIVE,0.9987086
28732,"know, though he might not believe it.",1,POSITIVE,0.98864716
28733,"(Ha, ha.)",1,POSITIVE,0.9949344
28734,So he had really seen,1,POSITIVE,0.9920796
28735,him there!,1,POSITIVE,0.98795503
28736,Good heavens!,0,NEGATIVE,0.99355495
28737,And was he really and truly and actually a,1,POSITIVE,0.9884766
28738,cousin of Pavlicheff’s?,0,NEGATIVE,0.9891901
28739,"“I assure you of it,” laughed Ivan Petrovitch, gazing amusedly at the",1,POSITIVE,0.9975518
28740,prince.,1,POSITIVE,0.9291857
28741,“Oh!,0,NEGATIVE,0.9962976
28742,"I didn’t say it because I _doubt_ the fact, you know.",1,POSITIVE,0.9905458
28743,"(Ha, ha.)",1,POSITIVE,0.9949344
28744,How could I doubt such a thing?,1,POSITIVE,0.99616414
28745,"(Ha, ha, ha.)",1,POSITIVE,0.99640644
28746,I made the remark,1,POSITIVE,0.98972255
28747,"because—because Nicolai Andreevitch Pavlicheff was such a splendid man,",1,POSITIVE,0.9957233
28748,don’t you see!,0,NEGATIVE,0.99073493
28749,"Such a high-souled man, he really was, I assure you.",1,POSITIVE,0.9969522
28750,”,0,NEGATIVE,0.977441
28751,"The prince did not exactly pant for breath, but he “seemed almost to",0,NEGATIVE,0.9880037
28752,"_choke_ out of pure simplicity and goodness of heart,” as Adelaida",1,POSITIVE,0.9969605
28753,"expressed it, on talking the party over with her fiance, the Prince S.,",1,POSITIVE,0.9978357
28754,next morning.,1,POSITIVE,0.98700345
28755,"“But, my goodness me,” laughed Ivan Petrovitch, “why can’t I be cousin",1,POSITIVE,0.9935383
28756,to even a splendid man?,0,NEGATIVE,0.98638135
28757,”,0,NEGATIVE,0.977441
28758,"“Oh, dear!” cried the prince, confused, trying to hurry his words out,",0,NEGATIVE,0.9985794
28759,and growing more and more eager every moment: “I’ve gone and said,1,POSITIVE,0.99818134
28760,another stupid thing.,0,NEGATIVE,0.99938
28761,I don’t know what to say.,0,NEGATIVE,0.9994463
28762,"I—I didn’t mean that,",0,NEGATIVE,0.995714
28763,"you know—I—I—he really was such a splendid man, wasn’t he?",1,POSITIVE,0.7269591
28764,”,0,NEGATIVE,0.977441
28765,The prince trembled all over.,0,NEGATIVE,0.99655807
28766,Why was he so agitated?,0,NEGATIVE,0.99864894
28767,Why had he flown,0,NEGATIVE,0.9994388
28768,into such transports of delight without any apparent reason?,0,NEGATIVE,0.9964757
28769,He had far,0,NEGATIVE,0.984789
28770,outshot the measure of joy and emotion consistent with the occasion.,0,NEGATIVE,0.99856544
28771,Why this was it would be difficult to say.,0,NEGATIVE,0.99730694
28772,He seemed to feel warmly and deeply grateful to someone for something,1,POSITIVE,0.9987509
28773,or other—perhaps to Ivan Petrovitch; but likely enough to all the,1,POSITIVE,0.997717
28774,"guests, individually, and collectively.",1,POSITIVE,0.99547625
28775,He was much too happy.,1,POSITIVE,0.9127183
28776,Ivan Petrovitch began to stare at him with some surprise; the,0,NEGATIVE,0.99667555
28777,"dignitary, too, looked at him with considerable attention; Princess",1,POSITIVE,0.9980975
28778,"Bielokonski glared at him angrily, and compressed her lips.",0,NEGATIVE,0.99857485
28779,"Prince N.,",1,POSITIVE,0.9742904
28780,"Evgenie, Prince S., and the girls, all broke off their own",1,POSITIVE,0.99801874
28781,conversations and listened.,1,POSITIVE,0.9985717
28782,Aglaya seemed a little startled; as for,0,NEGATIVE,0.96480393
28783,"Lizabetha Prokofievna, her heart sank within her.",0,NEGATIVE,0.9959623
28784,This was odd of Lizabetha Prokofievna and her daughters.,0,NEGATIVE,0.99914646
28785,They had,1,POSITIVE,0.9829966
28786,themselves decided that it would be better if the prince did not talk,0,NEGATIVE,0.9994656
28787,all the evening.,1,POSITIVE,0.9969226
28788,"Yet seeing him sitting silent and alone, but perfectly",1,POSITIVE,0.99872965
28789,"happy, they had been on the point of exerting themselves to draw him",1,POSITIVE,0.9981953
28790,into one of the groups of talkers around the room.,1,POSITIVE,0.99599063
28791,Now that he was in,1,POSITIVE,0.9939874
28792,the midst of a talk they became more than ever anxious and perturbed.,0,NEGATIVE,0.9975382
28793,"“That he was a splendid man is perfectly true; you are quite right,”",1,POSITIVE,0.99744326
28794,"repeated Ivan Petrovitch, but seriously this time.",0,NEGATIVE,0.9958329
28795,“He was a fine and a,1,POSITIVE,0.9985525
28796,"worthy fellow—worthy, one may say, of the highest respect,” he added,",1,POSITIVE,0.9985775
28797,"more and more seriously at each pause; “and it is agreeable to see, on",0,NEGATIVE,0.94541913
28798,"your part, such—”",1,POSITIVE,0.9859
28799,“Wasn’t it this same Pavlicheff about whom there was a strange story in,0,NEGATIVE,0.99777067
28800,connection with some abbot?,0,NEGATIVE,0.9908918
28801,"I don’t remember who the abbot was, but I",0,NEGATIVE,0.99470985
28802,"remember at one time everybody was talking about it,” remarked the old",0,NEGATIVE,0.9903255
28803,dignitary.,1,POSITIVE,0.9979679
28804,"“Yes—Abbot Gurot, a Jesuit,” said Ivan Petrovitch.",0,NEGATIVE,0.9716525
28805,"“Yes, that’s the",1,POSITIVE,0.99672365
28806,sort of thing our best men are apt to do.,1,POSITIVE,0.9974129
28807,"A man of rank, too, and",1,POSITIVE,0.9982018
28808,"rich—a man who, if he had continued to serve, might have done anything;",1,POSITIVE,0.93498766
28809,and then to throw up the service and everything else in order to go,0,NEGATIVE,0.9994744
28810,"over to Roman Catholicism and turn Jesuit—openly, too—almost",0,NEGATIVE,0.98861
28811,triumphantly.,1,POSITIVE,0.9984563
28812,By Jove! it was positively a mercy that he died when he,0,NEGATIVE,0.97486395
28813,did—it was indeed—everyone said so at the time.,1,POSITIVE,0.9523314
28814,”,0,NEGATIVE,0.977441
28815,The prince was beside himself.,0,NEGATIVE,0.997095
28816,"“Pavlicheff?—Pavlicheff turned Roman Catholic? Impossible!” he cried,",0,NEGATIVE,0.998476
28817,in horror.,1,POSITIVE,0.99238795
28818,"“H’m! impossible is rather a strong word,” said Ivan Petrovitch.",0,NEGATIVE,0.9968741
28819,“You,0,NEGATIVE,0.9972401
28820,"must allow, my dear prince...",1,POSITIVE,0.9885498
28821,"However, of course you value the memory",1,POSITIVE,0.99465024
28822,of the deceased so very highly; and he certainly was the kindest of,1,POSITIVE,0.99785453
28823,"men; to which fact, by the way, I ascribe, more than to anything else,",1,POSITIVE,0.99438167
28824,the success of the abbot in influencing his religious convictions.,1,POSITIVE,0.99831307
28825,But,0,NEGATIVE,0.73776484
28826,"you may ask me, if you please, how much trouble and worry I,",0,NEGATIVE,0.9939598
28827,"personally, had over that business, and especially with this same",1,POSITIVE,0.99272466
28828,Gurot!,1,POSITIVE,0.98302895
28829,"Would you believe it,” he continued, addressing the dignitary,",1,POSITIVE,0.9933867
28830,"“they actually tried to put in a claim under the deceased’s will, and I",0,NEGATIVE,0.9993744
28831,had to resort to the very strongest measures in order to bring them to,1,POSITIVE,0.990024
28832,their senses?,1,POSITIVE,0.98399997
28833,"I assure you they knew their cue, did these",1,POSITIVE,0.9975945
28834,gentlemen—wonderful!,1,POSITIVE,0.99799925
28835,"Thank goodness all this was in Moscow, and I got",1,POSITIVE,0.9986461
28836,"the Court, you know, to help me, and we soon brought them to their",1,POSITIVE,0.9978688
28837,senses.,1,POSITIVE,0.968432
28838,”,0,NEGATIVE,0.977441
28839,"“You wouldn’t believe how you have pained and astonished me,” cried the",1,POSITIVE,0.9970803
28840,prince.,1,POSITIVE,0.9291857
28841,"“Very sorry; but in point of fact, you know, it was all nonsense and",0,NEGATIVE,0.99945694
28842,"would have ended in smoke, as usual—I’m sure of that.",0,NEGATIVE,0.9993148
28843,"Last year,”—he",1,POSITIVE,0.9858266
28844,"turned to the old man again,—“Countess K. joined some Roman Convent",0,NEGATIVE,0.9983797
28845,abroad.,1,POSITIVE,0.99368227
28846,Our people never seem to be able to offer any resistance so,0,NEGATIVE,0.99892014
28847,soon as they get into the hands of these—intriguers—especially abroad.,0,NEGATIVE,0.9912598
28848,”,0,NEGATIVE,0.977441
28849,"“That is all thanks to our lassitude, I think,” replied the old man,",0,NEGATIVE,0.9910472
28850,with authority.,1,POSITIVE,0.98753357
28851,“And then their way of preaching; they have a skilful,1,POSITIVE,0.9986668
28852,manner of doing it!,1,POSITIVE,0.99102694
28853,"And they know how to startle one, too.",1,POSITIVE,0.9980964
28854,I got quite,1,POSITIVE,0.98984224
28855,"a fright myself in ’32, in Vienna, I assure you; but I didn’t cave in",1,POSITIVE,0.9903103
28856,"to them, I ran away instead, ha, ha!",0,NEGATIVE,0.9951484
28857,”,0,NEGATIVE,0.977441
28858,"“Come, come, I’ve always heard that you ran away with the beautiful",0,NEGATIVE,0.9765315
28859,Countess Levitsky that time—throwing up everything in order to do,0,NEGATIVE,0.9994081
28860,"it—and not from the Jesuits at all,” said Princess Bielokonski,",1,POSITIVE,0.9961523
28861,suddenly.,1,POSITIVE,0.98898053
28862,"“Well, yes—but we call it from the Jesuits, you know; it comes to the",0,NEGATIVE,0.996623
28863,"same thing,” laughed the old fellow, delighted with the pleasant",1,POSITIVE,0.9982347
28864,recollection.,1,POSITIVE,0.9941621
28865,"“You seem to be very religious,” he continued, kindly, addressing the",1,POSITIVE,0.99694467
28866,"prince, “which is a thing one meets so seldom nowadays among young",1,POSITIVE,0.93986416
28867,people.,1,POSITIVE,0.9956189
28868,”,0,NEGATIVE,0.977441
28869,"The prince was listening open-mouthed, and still in a condition of",0,NEGATIVE,0.99887073
28870,excited agitation.,1,POSITIVE,0.99816245
28871,"The old man was evidently interested in him, and",1,POSITIVE,0.99728584
28872,anxious to study him more closely.,1,POSITIVE,0.9985908
28873,"“Pavlicheff was a man of bright intellect and a good Christian, a",1,POSITIVE,0.99814475
28874,"sincere Christian,” said the prince, suddenly.",1,POSITIVE,0.9848081
28875,“How could he possibly,0,NEGATIVE,0.99888
28876,embrace a faith which is unchristian?,0,NEGATIVE,0.99170935
28877,"Roman Catholicism is, so to",1,POSITIVE,0.98454005
28878,"speak, simply the same thing as unchristianity,” he added with flashing",0,NEGATIVE,0.9967836
28879,"eyes, which seemed to take in everybody in the room.",1,POSITIVE,0.9984166
28880,"“Come, that’s a little _too_ strong, isn’t it?” murmured the old man,",1,POSITIVE,0.9832925
28881,glancing at General Epanchin in surprise.,0,NEGATIVE,0.98762804
28882,“How do you make out that the Roman Catholic religion is _unchristian?,0,NEGATIVE,0.99650824
28883,_,0,NEGATIVE,0.7517868
28884,"What is it, then?",1,POSITIVE,0.9612324
28885,"” asked Ivan Petrovitch, turning to the prince.",1,POSITIVE,0.9915527
28886,"“It is not a Christian religion, in the first place,” said the latter,",0,NEGATIVE,0.99615926
28887,"in extreme agitation, quite out of proportion to the necessity of the",0,NEGATIVE,0.9955083
28888,moment.,1,POSITIVE,0.9968598
28889,"“And in the second place, Roman Catholicism is, in my opinion,",0,NEGATIVE,0.99728066
28890,worse than Atheism itself.,0,NEGATIVE,0.99932957
28891,Yes—that is my opinion.,1,POSITIVE,0.99546546
28892,Atheism only,0,NEGATIVE,0.8555555
28893,"preaches a negation, but Romanism goes further; it preaches a",0,NEGATIVE,0.9877349
28894,"disfigured, distorted Christ—it preaches Anti-Christ—I assure you, I",0,NEGATIVE,0.99949116
28895,swear it!,1,POSITIVE,0.9960399
28896,"This is my own personal conviction, and it has long",1,POSITIVE,0.99827725
28897,distressed me.,0,NEGATIVE,0.9981126
28898,The Roman Catholic believes that the Church on earth,1,POSITIVE,0.9964865
28899,cannot stand without universal temporal Power.,0,NEGATIVE,0.99450517
28900,He cries ‘non possumus!’,0,NEGATIVE,0.9969779
28901,"In my opinion the Roman Catholic religion is not a faith at all, but",0,NEGATIVE,0.9992024
28902,"simply a continuation of the Roman Empire, and everything is",0,NEGATIVE,0.9991981
28903,subordinated to this idea—beginning with faith.,0,NEGATIVE,0.9862084
28904,The Pope has seized,1,POSITIVE,0.99696094
28905,"territories and an earthly throne, and has held them with the sword.",1,POSITIVE,0.99177927
28906,"And so the thing has gone on, only that to the sword they have added",0,NEGATIVE,0.9971193
28907,"lying, intrigue, deceit, fanaticism, superstition, swindling;—they have",0,NEGATIVE,0.9967739
