,line_no,line,sentiment
28180,28180,"“Have you just seen Lizabetha Prokofievna?” asked the prince, scarcely",0.0
28181,28181,believing his ears.,0.0
28182,28182,"“Yes, I saw her, and got the said slap in the face as mentioned.",0.1531
28183,28183,She,0.0
28184,28184,"chucked the letter back to me unopened, and kicked me out of the house,",0.0
28185,28185,"morally, not physically, although not far off it.",0.0
28186,28186,”,0.0
28187,28187,“What letter do you mean she returned unopened?”,0.0
28188,28188,“What! didn’t I tell you?,0.0
28189,28189,"Ha, ha, ha!",0.0
28190,28190,I thought I had.,0.0
28191,28191,"Why, I received",0.0
28192,28192,"a letter, you know, to be handed over—”",0.0
28193,28193,“From whom? To whom?”,0.0
28194,28194,"But it was difficult, if not impossible, to extract anything from",-0.5023
28195,28195,Lebedeff.,0.0
28196,28196,"All the prince could gather was, that the letter had been",0.0
28197,28197,"received very early, and had a request written on the outside that it",0.0
28198,28198,might be sent on to the address given.,0.0
28199,28199,"“Just as before, sir, just as before!",0.0
28200,28200,"To a certain person, and from a",0.2732
28201,28201,certain hand.,0.6486
28202,28202,The individual’s name who wrote the letter is to be,0.0
28203,28203,represented by the letter A.,0.0
28204,28204,—”,0.0
28205,28205,“What? Impossible! To Nastasia Philipovna? Nonsense!” cried the prince.,-0.549
28206,28206,"“It was, I assure you, and if not to her then to Rogojin, which is the",0.34
28207,28207,same thing.,0.0
28208,28208,"Mr. Hippolyte has had letters, too, and all from the",0.0
28209,28209,individual whose name begins with an A.,0.0
28210,28210,",” smirked Lebedeff, with a",0.0
28211,28211,hideous grin.,0.4767
28212,28212,"As he kept jumping from subject to subject, and forgetting what he had",0.0
28213,28213,"begun to talk about, the prince said nothing, but waited, to give him",0.0
28214,28214,time.,0.0
28215,28215,It was all very vague.,-0.1761
28216,28216,"Who had taken the letters, if letters there",0.0
28217,28217,were?,0.0
28218,28218,Probably Vera—and how could Lebedeff have got them?,0.0
28219,28219,In all,0.0
28220,28220,"probability, he had managed to steal the present letter from Vera, and",-0.4939
28221,28221,had himself gone over to Lizabetha Prokofievna with some idea in his,0.0
28222,28222,head.,0.0
28223,28223,So the prince concluded at last.,0.0
28224,28224,"“You are mad!” he cried, indignantly.",-0.4389
28225,28225,"“Not quite, esteemed prince,” replied Lebedeff, with some acerbity.",0.4927
28226,28226,“I,0.0
28227,28227,confess I thought of doing you the service of handing the letter over,0.0
28228,28228,"to yourself, but I decided that it would pay me better to deliver it up",0.5023
28229,28229,"to the noble lady aforesaid, as I had informed her of everything",0.4588
28230,28230,hitherto by anonymous letters; so when I sent her up a note from,0.0
28231,28231,"myself, with the letter, you know, in order to fix a meeting for eight",0.0
28232,28232,"o’clock this morning, I signed it ‘your secret correspondent.’ They let",0.0
28233,28233,"me in at once—very quickly—by the back door, and the noble lady",0.4588
28234,28234,received me.,0.0
28235,28235,”,0.0
28236,28236,“Well? Go on.”,0.0
28237,28237,"“Oh, well, when I saw her she almost punched my head, as I say; in fact",0.2732
28238,28238,so nearly that one might almost say she did punch my head.,0.0
28239,28239,She threw,0.0
28240,28240,"the letter in my face; she seemed to reflect first, as if she would",0.0
28241,28241,"have liked to keep it, but thought better of it and threw it in my face",0.6956
28242,28242,instead.,0.0
28243,28243,‘If anybody can have been such a fool as to trust a man like,0.4404
28244,28244,"you to deliver the letter,’ says she, ‘take it and deliver it!’ Hey!",0.0
28245,28245,she was grandly indignant.,-0.4215
28246,28246,"A fierce, fiery lady that, sir!",-0.4003
28247,28247,”,0.0
28248,28248,“Where’s the letter now?”,0.0
28249,28249,"“Oh, I’ve still got it, here!”",0.0
28250,28250,"And he handed the prince the very letter from Aglaya to Gania, which",0.0
28251,28251,the latter showed with so much triumph to his sister at a later hour.,0.5233
28252,28252,“This letter cannot be allowed to remain in your hands.”,0.0
28253,28253,"“It’s for you—for you! I’ve brought it you on purpose!” cried Lebedeff,",-0.4912
28254,28254,excitedly.,0.5106
28255,28255,"“Why, I’m yours again now, heart and hand, your slave; there",0.8126
28256,28256,was but a momentary pause in the flow of my love and esteem for you.,0.7783
28257,28257,"Mea culpa, mea culpa! as the Pope of Rome says.",0.0
28258,28258,”,0.0
28259,28259,"“This letter should be sent on at once,” said the prince, disturbed.",-0.3818
28260,28260,“I’ll hand it over myself.”,0.4939
28261,28261,"“Wouldn’t it be better, esteemed prince, wouldn’t it be better—to—don’t",0.7003
28262,28262,you know—”,0.0
28263,28263,Lebedeff made a strange and very expressive grimace; he twisted about,-0.4728
28264,28264,"in his chair, and did something, apparently symbolical, with his hands.",0.0
28265,28265,“What do you mean?” said the prince.,0.0
28266,28266,"“Why, open it, for the time being, don’t you know?” he said, most",0.0
28267,28267,confidentially and mysteriously.,0.0
28268,28268,The prince jumped up so furiously that Lebedeff ran towards the door;,-0.5777
28269,28269,"having gained which strategic position, however, he stopped and looked",0.1779
28270,28270,back to see if he might hope for pardon.,0.6369
28271,28271,"“Oh, Lebedeff, Lebedeff!",0.0
28272,28272,Can a man really sink to such depths of,0.0
28273,28273,meanness?,0.0
28274,28274,"” said the prince, sadly.",-0.4215
28275,28275,Lebedeff’s face brightened.,0.4767
28276,28276,"“Oh, I’m a mean wretch—a mean wretch!” he said, approaching the prince",0.0
28277,28277,"once more, and beating his breast, with tears in his eyes.",-0.6344
28278,28278,"“It’s abominable dishonesty, you know!”",0.0
28279,28279,"“Dishonesty—it is, it is! That’s the very word!”",0.0
28280,28280,“What in the world induces you to act so?,0.0
28281,28281,You are nothing but a spy.,0.0
28282,28282,Why did you write anonymously to worry so noble and generous a lady?,0.6736
28283,28283,Why should not Aglaya Ivanovna write a note to whomever she pleases?,0.4019
28284,28284,What did you mean to complain of today?,-0.3612
28285,28285,What did you expect to get by,0.0
28286,28286,it?,0.0
28287,28287,What made you go at all?,0.0
28288,28288,”,0.0
28289,28289,"“Pure amiable curiosity,—I assure you—desire to do a service.",0.34
28290,28290,That’s,0.0
28291,28291,all.,0.0
28292,28292,"Now I’m entirely yours again, your slave; hang me if you like!",0.4199
28293,28293,”,0.0
28294,28294,“Did you go before Lizabetha Prokofievna in your present condition?”,0.0
28295,28295,inquired the prince.,0.0
28296,28296,"“No—oh no, fresher—more the correct card.",0.0
28297,28297,I only became this like after,0.4357
28298,28298,the humiliation I suffered there.,-0.7845
28299,28299,”,0.0
28300,28300,“Well—that’ll do; now leave me.”,-0.0516
28301,28301,This injunction had to be repeated several times before the man could,0.0
28302,28302,be persuaded to move.,0.0
28303,28303,"Even then he turned back at the door, came as far",0.0
28304,28304,"as the middle of the room, and there went through his mysterious",0.0
28305,28305,motions designed to convey the suggestion that the prince should open,0.0
28306,28306,the letter.,0.0
28307,28307,He did not dare put his suggestion into words again.,0.0
28308,28308,"After this performance, he smiled sweetly and left the room on tiptoe.",0.765
28309,28309,All this had been very painful to listen to.,-0.4927
28310,28310,One fact stood out certain,0.2732
28311,28311,"and clear, and that was that poor Aglaya must be in a state of great",0.5574
28312,28312,distress and indecision and mental torment,-0.6369
28313,28313,"(“from jealousy,” the prince",0.0
28314,28314,whispered to himself).,0.0
28315,28315,"Undoubtedly in this inexperienced, but hot and",0.0
28316,28316,"proud little head, there were all sorts of plans forming, wild and",0.4767
28317,28317,"impossible plans, maybe; and the idea of this so frightened the prince",-0.5777
28318,28318,that he could not make up his mind what to do.,0.0
28319,28319,"Something must be done,",0.0
28320,28320,that was clear.,0.3818
28321,28321,He looked at the address on the letter once more.,0.0
28322,28322,"Oh, he was not in the",0.0
28323,28323,least degree alarmed about Aglaya writing such a letter; he could trust,0.2263
28324,28324,her.,0.0
28325,28325,What he did not like about it was that he could not trust Gania.,-0.5875
28326,28326,"However, he made up his mind that he would himself take the note and",0.0
28327,28327,deliver it.,0.0
28328,28328,"Indeed, he went so far as to leave the house and walk up",-0.0516
28329,28329,"the road, but changed his mind when he had nearly reached Ptitsin’s",0.1531
28330,28330,door.,0.0
28331,28331,"However, he there luckily met Colia, and commissioned him to",0.5106
28332,28332,deliver the letter to his brother as if direct from Aglaya.,0.0
28333,28333,Colia asked,0.0
28334,28334,"no questions but simply delivered it, and Gania consequently had no",-0.5267
28335,28335,suspicion that it had passed through so many hands.,-0.3818
28336,28336,"Arrived home again, the prince sent for Vera Lebedeff and told her as",0.0
28337,28337,"much as was necessary, in order to relieve her mind, for she had been",0.3612
28338,28338,in a dreadful state of anxiety since she had missed the letter.,-0.7003
28339,28339,She,0.0
28340,28340,heard with horror that her father had taken it.,-0.5719
28341,28341,Muishkin learned from,0.0
28342,28342,her that she had on several occasions performed secret missions both,0.0
28343,28343,"for Aglaya and for Rogojin, without, however, having had the slightest",0.0
28344,28344,idea that in so doing she might injure the prince in any way.,0.0
28345,28345,"The latter, with one thing and another, was now so disturbed and",-0.5214
28346,28346,"confused, that when, a couple of hours or so later, a message came from",-0.3182
28347,28347,"Colia that the general was ill, he could hardly take the news in.",-0.4215
28348,28348,"However, when he did master the fact, it acted upon him as a tonic by",0.0
28349,28349,completely distracting his attention.,-0.3597
28350,28350,He went at once to Nina,0.0
28351,28351,"Alexandrovna’s, whither the general had been carried, and stayed there",0.0
28352,28352,until the evening.,0.0
28353,28353,"He could do no good, but there are people whom to",-0.1786
28354,28354,have near one is a blessing at such times.,0.4939
28355,28355,Colia was in an almost,0.0
28356,28356,"hysterical state; he cried continuously, but was running about all day,",-0.2144
28357,28357,"all the same; fetching doctors, of whom he collected three; going to",0.0
28358,28358,"the chemist’s, and so on.",0.0
28359,28359,"The general was brought round to some extent, but the doctors declared",0.0
28360,28360,that he could not be said to be out of danger.,-0.5267
28361,28361,Varia and Nina,0.0
28362,28362,Alexandrovna never left the sick man’s bedside; Gania was excited and,0.6251
28363,28363,"distressed, but would not go upstairs, and seemed afraid to look at the",-0.2263
28364,28364,patient.,0.0
28365,28365,"He wrung his hands when the prince spoke to him, and said that",0.0
28366,28366,“such a misfortune at such a moment” was terrible.,-0.4767
28367,28367,The prince thought he knew what Gania meant by “such a moment.”,0.0
28368,28368,Hippolyte was not in the house.,0.0
28369,28369,Lebedeff turned up late in the,0.0
28370,28370,afternoon; he had been asleep ever since his interview with the prince,0.0
28371,28371,in the morning.,0.0
28372,28372,"He was quite sober now, and cried with real sincerity",-0.3818
28373,28373,over the sick general—mourning for him as though he were his own,-0.5106
28374,28374,brother.,0.0
28375,28375,"He blamed himself aloud, but did not explain why.",-0.2617
28376,28376,He repeated,0.0
28377,28377,over and over again to Nina Alexandrovna that he alone was to blame—no,-0.25
28378,28378,"one else—but that he had acted out of “pure amiable curiosity,” and",0.0
28379,28379,"that “the deceased,” as he insisted upon calling the still living",0.0
