line_no,line,sentiment,label,score
29617,"“Oh, don’t, don’t!” she exclaimed in alarm, snatching her hand away.",0,1 star,0.8434138
29618,She went hastily out of the room in a state of strange confusion.,0,1 star,0.5177978
29619,"Lebedeff also came to see the prince, in a great hurry to get away to",4,5 stars,0.35871956
29620,"the “deceased,” as he called General Ivolgin, who was alive still, but",2,3 stars,0.25947568
29621,very ill.,0,1 star,0.6056181
29622,"Colia also turned up, and begged the prince for pity’s sake",0,1 star,0.42793795
29623,to tell him all he knew about his father which had been concealed from,4,5 stars,0.38846308
29624,him till now.,4,5 stars,0.50896406
29625,He said he had found out nearly everything since,2,3 stars,0.29198515
29626,yesterday; the poor boy was in a state of deep affliction.,0,1 star,0.4633975
29627,With all the,4,5 stars,0.53257334
29628,"sympathy which he could bring into play, the prince told Colia the",3,4 stars,0.36884728
29629,"whole story without reserve, detailing the facts as clearly as he",3,4 stars,0.46577016
29630,could.,2,3 stars,0.3929659
29631,The tale struck Colia like a thunderbolt.,4,5 stars,0.27761188
29632,He could not speak.,0,1 star,0.6390575
29633,He,3,4 stars,0.2655623
29634,"listened silently, and cried softly to himself the while.",4,5 stars,0.3665818
29635,The prince,4,5 stars,0.34244904
29636,perceived that this was an impression which would last for the whole of,2,3 stars,0.3143528
29637,the boy’s life.,4,5 stars,0.45537952
29638,"He made haste to explain his view of the matter, and",3,4 stars,0.31575054
29639,pointed out that the old man’s approaching death was probably brought,2,3 stars,0.29365617
29640,on by horror at the thought of his action; and that it was not everyone,0,1 star,0.374307
29641,who was capable of such a feeling.,4,5 stars,0.4603676
29642,Colia’s eyes flashed as he listened.,0,1 star,0.3794837
29643,“Gania and Varia and Ptitsin are a worthless lot!,0,1 star,0.6365913
29644,I shall not quarrel,4,5 stars,0.29907152
29645,with them; but from this moment our feet shall not travel the same,2,3 stars,0.38626635
29646,road.,3,4 stars,0.29023758
29647,"Oh, prince, I have felt much that is quite new to me since",4,5 stars,0.5563757
29648,yesterday!,4,5 stars,0.49385348
29649,It is a lesson for me. I shall now consider my mother as,4,5 stars,0.4350189
29650,entirely my responsibility; though she may be safe enough with Varia.,2,3 stars,0.33695748
29651,"Still, meat and drink is not everything.",2,3 stars,0.4802953
29652,”,4,5 stars,0.30857787
29653,"He jumped up and hurried off, remembering suddenly that he was wanted",0,1 star,0.33219033
29654,at his father’s bedside; but before he went out of the room he inquired,2,3 stars,0.3202717
29655,"hastily after the prince’s health, and receiving the latter’s reply,",0,1 star,0.31340098
29656,added:,3,4 stars,0.3030602
29657,"“Isn’t there something else, prince?",0,1 star,0.3003975
29658,"I heard yesterday, but I have no",2,3 stars,0.33931667
29659,right to talk about this...,4,5 stars,0.4922617
29660,If you ever want a true friend and,4,5 stars,0.44375914
29661,"servant—neither you nor I are so very happy, are we?",4,5 stars,0.6606206
29662,—come to me. I,4,5 stars,0.6408381
29663,"won’t ask you questions, though.",2,3 stars,0.40168515
29664,”,4,5 stars,0.30857787
29665,He ran off and left the prince more dejected than ever.,0,1 star,0.5591582
29666,"Everyone seemed to be speaking prophetically, hinting at some",1,2 stars,0.2887337
29667,misfortune or sorrow to come; they had all looked at him as though they,0,1 star,0.497261
29668,knew something which he did not know.,1,2 stars,0.35772094
29669,"Lebedeff had asked questions,",2,3 stars,0.29710412
29670,"Colia had hinted, and Vera had shed tears.",1,2 stars,0.37994462
29671,What was it?,0,1 star,0.38051012
29672,"At last, with a sigh of annoyance, he said to himself that it was",2,3 stars,0.26278827
29673,nothing but his own cursed sickly suspicion.,0,1 star,0.6645045
29674,His face lighted up with,1,2 stars,0.3839652
29675,"joy when, at about two o’clock, he espied the Epanchins coming along to",4,5 stars,0.29659995
29676,"pay him a short visit, “just for a minute.”",0,1 star,0.31242698
29677,They really had only come,0,1 star,0.4026539
29678,for a minute.,0,1 star,0.2819695
29679,"Lizabetha Prokofievna had announced, directly after lunch, that they",2,3 stars,0.26662824
29680,would all take a walk together.,2,3 stars,0.29200858
29681,The information was given in the form,3,4 stars,0.34613204
29682,"of a command, without explanation, drily and abruptly.",0,1 star,0.557265
29683,All had issued,0,1 star,0.4236346
29684,"forth in obedience to the mandate; that is, the girls, mamma, and",4,5 stars,0.30107948
29685,Prince S. Lizabetha Prokofievna went off in a direction exactly,0,1 star,0.2887818
29686,"contrary to the usual one, and all understood very well what she was",2,3 stars,0.23155534
29687,"driving at, but held their peace, fearing to irritate the good lady.",3,4 stars,0.4527963
29688,"She, as though anxious to avoid any conversation, walked ahead, silent",0,1 star,0.37783167
29689,and alone.,4,5 stars,0.45889372
29690,At last Adelaida remarked that it was no use racing along at,1,2 stars,0.32675993
29691,"such a pace, and that she could not keep up with her mother.",4,5 stars,0.6291437
29692,"“Look here,” said Lizabetha Prokofievna, turning round suddenly; “we",4,5 stars,0.32114652
29693,are passing his house.,0,1 star,0.28844884
29694,"Whatever Aglaya may think, and in spite of",4,5 stars,0.37496552
29695,"anything that may happen, he is not a stranger to us; besides which, he",0,1 star,0.32066575
29696,is ill and in misfortune.,1,2 stars,0.43149272
29697,"I, for one, shall call in and see him.",4,5 stars,0.448704
29698,Let,4,5 stars,0.27278742
29699,anyone follow me who cares to.,4,5 stars,0.35339534
29700,”,4,5 stars,0.30857787
29701,Of course every one of them followed her.,2,3 stars,0.27816927
29702,"The prince hastened to apologize, very properly, for yesterday’s mishap",0,1 star,0.5266309
29703,"with the vase, and for the scene generally.",3,4 stars,0.46973708
29704,"“Oh, that’s nothing,” replied Lizabetha; “I’m not sorry for the vase,",0,1 star,0.53052366
29705,I’m sorry for you.,0,1 star,0.4805692
29706,"H’m! so you can see that there was a ‘scene,’ can",2,3 stars,0.272278
29707,you?,0,1 star,0.36948827
29708,"Well, it doesn’t matter much, for everyone must realize now that",2,3 stars,0.40167338
29709,it is impossible to be hard on you.,0,1 star,0.39708453
29710,"Well, _au revoir_.",4,5 stars,0.2796849
29711,I advise you to,4,5 stars,0.50644064
29712,"have a walk, and then go to sleep again if you can.",3,4 stars,0.25291023
29713,"Come in as usual,",3,4 stars,0.43425888
29714,"if you feel inclined; and be assured, once for all, whatever happens,",3,4 stars,0.24790567
29715,"and whatever may have happened, you shall always remain the friend of",4,5 stars,0.6514706
29716,"the family—mine, at all events.",4,5 stars,0.6842334
29717,I can answer for myself.,4,5 stars,0.3914639
29718,”,4,5 stars,0.30857787
29719,In response to this challenge all the others chimed in and re-echoed,0,1 star,0.52637535
29720,mamma’s sentiments.,4,5 stars,0.4278657
29721,And so they took their departure; but in this hasty and kindly designed,2,3 stars,0.31554973
29722,visit there was hidden a fund of cruelty which Lizabetha Prokofievna,0,1 star,0.4857428
29723,never dreamed of.,4,5 stars,0.44747302
29724,"In the words “as usual,” and again in her added,",4,5 stars,0.4406641
29725,"“mine, at all events,” there seemed an ominous knell of some evil to",0,1 star,0.30628005
29726,come.,4,5 stars,0.45782754
29727,The prince began to think of Aglaya.,2,3 stars,0.27522945
29728,She had certainly given him a,2,3 stars,0.32945767
29729,"wonderful smile, both at coming and again at leave-taking, but had not",3,4 stars,0.51294684
29730,"said a word, not even when the others all professed their friendship",0,1 star,0.3619304
29731,for him.,4,5 stars,0.40822735
29732,"She had looked very intently at him, but that was all.",1,2 stars,0.31840402
29733,Her,4,5 stars,0.28614894
29734,face had been paler than usual; she looked as though she had slept,1,2 stars,0.3940854
29735,badly.,0,1 star,0.5303894
29736,The prince made up his mind that he would make a point of going there,2,3 stars,0.30030745
29737,"“as usual,” tonight, and looked feverishly at his watch.",2,3 stars,0.23593353
29738,Vera came in three minutes after the Epanchins had left.,0,1 star,0.47845381
29739,“Lef,2,3 stars,0.28272778
29740,"Nicolaievitch,” she said, “Aglaya Ivanovna has just given me a message",0,1 star,0.29495442
29741,for you.,4,5 stars,0.4684997
29742,”,4,5 stars,0.30857787
29743,The prince trembled.,0,1 star,0.42995295
29744,“Is it a note?”,2,3 stars,0.2902842
29745,"“No, a verbal message; she had hardly time even for that.",0,1 star,0.49078715
29746,She begs you,4,5 stars,0.37690297
29747,"earnestly not to go out of the house for a single moment all to-day,",4,5 stars,0.57105887
29748,until seven o’clock in the evening.,0,1 star,0.2725091
29749,It may have been nine; I didn’t,2,3 stars,0.37839735
29750,quite hear.,2,3 stars,0.37274083
29751,”,4,5 stars,0.30857787
29752,"“But—but, why is this? What does it mean?”",2,3 stars,0.4067183
29753,“I don’t know at all; but she said I was to tell you particularly.”,3,4 stars,0.31708914
29754,“Did she say that?”,0,1 star,0.29143173
29755,“Not those very words.,1,2 stars,0.3890321
29756,She only just had time to whisper as she went,1,2 stars,0.31853992
29757,by; but by the way she looked at me I knew it was important.,2,3 stars,0.5170102
29758,She looked,2,3 stars,0.30267483
29759,at me in a way that made my heart stop beating.,4,5 stars,0.48935762
29760,”,4,5 stars,0.30857787
29761,"The prince asked a few more questions, and though he learned nothing",2,3 stars,0.31891394
29762,"else, he became more and more agitated.",1,2 stars,0.47694722
29763,"Left alone, he lay down on the sofa, and began to think.",1,2 stars,0.35542622
29764,"“Perhaps,” he thought, “someone is to be with them until nine tonight",2,3 stars,0.32921848
29765,"and she is afraid that I may come and make a fool of myself again, in",4,5 stars,0.32213122
29766,public.,3,4 stars,0.28711522
29767,” So he spent his time longing for the evening and looking at,2,3 stars,0.39109808
29768,his watch.,4,5 stars,0.42600098
29769,But the clearing-up of the mystery came long before the,2,3 stars,0.3839077
29770,"evening, and came in the form of a new and agonizing riddle.",4,5 stars,0.48179954
29771,"Half an hour after the Epanchins had gone, Hippolyte arrived, so tired",0,1 star,0.5916571
29772,"that, almost unconscious, he sank into a chair, and broke into such a",0,1 star,0.63196695
29773,fit of coughing that he could not stop.,1,2 stars,0.29392123
29774,He coughed till the blood came.,0,1 star,0.40354973
29775,"His eyes glittered, and two red spots on his cheeks grew brighter and",1,2 stars,0.49778217
29776,brighter.,4,5 stars,0.3610239
29777,"The prince murmured something to him, but Hippolyte only",0,1 star,0.29855484
29778,"signed that he must be left alone for a while, and sat silent.",0,1 star,0.5609866
29779,At last,3,4 stars,0.30767232
29780,he came to himself.,4,5 stars,0.36154777
29781,"“I am off,” he said, hoarsely, and with difficulty.",0,1 star,0.66948307
29782,"“Shall I see you home?” asked the prince, rising from his seat, but",0,1 star,0.27398628
29783,suddenly stopping short as he remembered Aglaya’s prohibition against,1,2 stars,0.4021172
29784,leaving the house.,0,1 star,0.38707173
29785,Hippolyte laughed.,0,1 star,0.41628858
29786,"“I don’t mean that I am going to leave your house,” he continued, still",1,2 stars,0.25670725
29787,gasping and coughing.,0,1 star,0.33082756
29788,"“On the contrary, I thought it absolutely",0,1 star,0.3664932
29789,necessary to come and see you; otherwise I should not have troubled,2,3 stars,0.45639354
29790,you.,4,5 stars,0.32573074
29791,"I am off there, you know, and this time I believe, seriously, that",0,1 star,0.49682492
29792,I am off!,0,1 star,0.642681
29793,It’s all over.,0,1 star,0.24797575
29794,"I did not come here for sympathy, believe me.",0,1 star,0.5084933
29795,I lay down this morning at ten o’clock with the intention of not rising,0,1 star,0.81278586
29796,again before that time; but I thought it over and rose just once more,2,3 stars,0.40576407
29797,in order to come here; from which you may deduce that I had some reason,3,4 stars,0.459753
29798,for wishing to come.,3,4 stars,0.38416842
29799,”,4,5 stars,0.30857787
29800,"“It grieves me to see you so, Hippolyte.",4,5 stars,0.6034964
29801,Why didn’t you send me a,0,1 star,0.5710347
29802,message?,0,1 star,0.4379069
29803,I would have come up and saved you this trouble.,4,5 stars,0.31438088
29804,”,4,5 stars,0.30857787
29805,"“Well, well!",4,5 stars,0.4717771
29806,Enough!,2,3 stars,0.29912132
29807,"You’ve pitied me, and that’s all that good manners",4,5 stars,0.5404841
29808,exact.,4,5 stars,0.41617483
29809,"I forgot, how are you?",0,1 star,0.32559833
29810,”,4,5 stars,0.30857787
29811,“I’m all right; yesterday I was a little—”,4,5 stars,0.53017294
29812,"“I know, I heard; the china vase caught it!",0,1 star,0.40089032
29813,I’m sorry I wasn’t there.,0,1 star,0.5099103
29814,I’ve come about something important.,4,5 stars,0.28887522
29815,"In the first place I had, the",4,5 stars,0.26779744
29816,pleasure of seeing Gavrila Ardalionovitch and Aglaya Ivanovna enjoying,4,5 stars,0.48659346
